age;marital;education;default;balance;housing;loan;y
32;single;tertiary;No;336;Yes;No;No
32;single;tertiary;No;131;No;No;No
43;married;tertiary;No;348;No;Yes;No
25;single;tertiary;No;453;Yes;No;No
55;married;secondary;No;1102;Yes;No;No
24;single;secondary;No;926;Yes;Yes;No
40;divorced;tertiary;No;502;Yes;No;No
38;single;tertiary;No;8669;Yes;No;No
48;single;primary;No;316;No;No;No
36;married;tertiary;No;9324;Yes;No;No
57;married;tertiary;No;0;No;No;No
45;married;secondary;No;72;Yes;Yes;No
33;single;tertiary;No;61;No;No;Yes
38;single;secondary;No;173;No;No;No
26;single;secondary;Yes;-162;Yes;No;No
30;single;tertiary;No;47;No;Yes;No
55;divorced;tertiary;No;1983;Yes;No;No
34;married;secondary;No;326;Yes;Yes;No
60;married;secondary;No;2552;No;Yes;No
36;single;tertiary;No;1283;No;No;No
65;married;primary;No;2179;Yes;No;No
39;married;tertiary;No;1047;No;No;Yes
52;married;primary;No;36;No;No;No
55;married;secondary;Yes;-308;No;No;Yes
26;single;tertiary;No;1177;No;No;No
40;married;primary;No;2077;Yes;No;No
52;married;secondary;No;0;No;No;No
29;married;tertiary;No;1;No;No;No
41;married;primary;No;7735;Yes;No;No
30;single;tertiary;No;1922;Yes;No;No
28;single;secondary;No;153;No;No;Yes
26;married;secondary;No;2770;Yes;No;No
58;married;secondary;No;139;No;No;No
29;single;tertiary;No;21;Yes;No;No
48;married;secondary;No;178;Yes;No;No
35;married;secondary;No;444;Yes;No;No
26;single;secondary;No;209;Yes;No;No
49;married;unkNown;No;3096;No;No;No
34;married;secondary;No;5320;No;No;No
32;married;secondary;No;4885;Yes;Yes;No
31;married;secondary;No;0;Yes;Yes;No
48;married;primary;No;5462;No;No;No
40;married;secondary;No;6767;Yes;No;No
42;divorced;secondary;No;2974;Yes;No;No
48;married;secondary;No;427;No;No;No
38;married;secondary;No;8876;No;No;No
53;married;tertiary;No;146;No;No;No
59;divorced;secondary;No;319;No;No;No
28;single;secondary;No;304;No;No;No
41;married;primary;No;389;Yes;No;No
50;single;primary;No;766;No;No;No
31;married;secondary;No;0;Yes;No;No
30;single;secondary;No;3107;Yes;No;No
59;divorced;secondary;No;174;Yes;No;No
33;divorced;secondary;Yes;-305;No;Yes;No
35;married;secondary;No;670;No;No;No
30;single;tertiary;No;6164;Yes;No;No
71;married;secondary;No;2850;No;No;Yes
30;single;primary;No;79;Yes;No;No
24;married;secondary;Yes;110;Yes;No;No
34;single;secondary;No;5039;No;No;No
34;married;secondary;No;360;Yes;No;No
52;married;secondary;No;199;No;No;No
33;single;secondary;No;238;Yes;Yes;No
38;married;secondary;No;5092;Yes;No;No
41;divorced;secondary;No;1088;Yes;No;No
42;divorced;tertiary;No;221;Yes;No;No
38;divorced;secondary;No;889;No;Yes;No
48;married;primary;No;750;Yes;No;No
34;single;secondary;No;0;Yes;Yes;No
46;married;primary;No;1291;Yes;No;No
33;married;secondary;No;1844;Yes;No;No
40;married;tertiary;No;89;Yes;Yes;No
36;married;secondary;No;4280;No;No;No
32;single;secondary;No;0;No;No;No
33;married;secondary;No;625;Yes;No;No
55;married;unkNown;No;574;Yes;No;No
58;married;primary;No;320;Yes;No;No
25;single;tertiary;No;468;Yes;No;No
47;married;secondary;No;440;Yes;No;No
40;married;secondary;No;0;Yes;No;No
59;married;secondary;No;5706;Yes;No;No
40;married;tertiary;No;7780;No;No;No
30;married;secondary;No;-559;Yes;Yes;No
25;single;tertiary;No;16874;Yes;Yes;No
58;married;primary;No;1987;No;No;No
39;married;unkNown;No;98;Yes;No;No
40;married;tertiary;No;642;No;No;No
38;married;secondary;No;526;Yes;Yes;No
66;single;tertiary;No;6483;No;No;No
47;married;tertiary;No;2306;No;No;Yes
37;married;secondary;No;954;Yes;No;No
36;single;tertiary;No;-679;Yes;Yes;No
50;married;primary;No;-1;No;No;No
76;married;primary;No;2590;No;No;No
58;single;tertiary;No;331;No;Yes;No
42;married;secondary;No;4209;Yes;No;No
58;divorced;secondary;No;462;No;No;Yes
28;single;tertiary;No;0;Yes;No;No
41;married;secondary;No;0;No;No;No
30;married;tertiary;No;151;No;No;No
32;divorced;tertiary;No;883;Yes;No;Yes
27;single;secondary;No;266;No;Yes;No
48;married;tertiary;No;0;No;No;No
36;married;tertiary;No;491;Yes;No;No
54;married;tertiary;No;3;No;Yes;No
36;married;secondary;No;198;Yes;No;No
52;married;secondary;No;14363;No;No;No
34;divorced;secondary;No;0;Yes;Yes;No
43;married;secondary;No;136;No;No;Yes
32;single;tertiary;No;28;No;No;No
33;single;tertiary;No;335;No;No;No
51;married;unkNown;No;174;No;No;No
39;married;secondary;No;270;Yes;No;No
44;single;tertiary;No;1206;No;No;No
49;divorced;primary;No;198;Yes;No;No
25;married;tertiary;No;914;Yes;No;No
39;married;secondary;No;31;Yes;No;No
54;married;secondary;No;0;No;No;No
32;single;tertiary;No;347;Yes;No;No
36;married;tertiary;No;860;Yes;No;No
54;married;secondary;No;89;Yes;No;No
31;married;secondary;No;0;Yes;Yes;No
45;married;secondary;No;0;No;Yes;No
31;single;secondary;No;68;Yes;No;No
45;married;secondary;No;-149;Yes;No;No
33;divorced;secondary;No;2411;Yes;No;Yes
46;divorced;tertiary;No;225;Yes;No;No
43;single;tertiary;No;2731;No;No;No
50;married;tertiary;No;112;Yes;No;No
44;divorced;tertiary;No;0;No;No;No
42;married;secondary;No;3620;Yes;No;No
26;single;secondary;No;179;No;No;No
47;single;secondary;No;1544;Yes;No;No
48;married;primary;No;199;No;No;No
60;married;unkNown;No;231;Yes;No;No
27;divorced;secondary;No;76;Yes;No;No
30;single;tertiary;No;302;No;No;Yes
28;single;secondary;No;189;Yes;No;No
58;married;primary;No;565;No;No;Yes
37;married;tertiary;No;310;No;No;No
36;married;secondary;No;1746;Yes;No;No
39;married;secondary;No;6;Yes;No;No
52;married;primary;No;-110;No;Yes;No
55;married;secondary;No;2749;Yes;Yes;No
30;single;tertiary;No;6495;No;No;No
36;single;secondary;No;35;Yes;No;No
39;married;secondary;No;-650;No;No;No
47;married;primary;No;292;No;Yes;No
42;single;primary;No;5774;Yes;No;No
42;married;secondary;No;2416;Yes;No;No
58;married;secondary;No;35;No;No;No
68;married;secondary;No;19317;Yes;No;Yes
43;married;secondary;No;50;No;No;No
44;married;secondary;No;-674;Yes;No;No
49;married;tertiary;No;3726;No;No;Yes
57;married;tertiary;No;1180;Yes;Yes;No
61;divorced;tertiary;No;6610;No;No;Yes
36;single;secondary;No;319;Yes;No;No
31;married;secondary;No;1545;Yes;Yes;No
51;married;tertiary;No;1315;No;No;No
31;single;tertiary;No;424;No;No;No
56;married;primary;No;151;No;No;No
30;single;tertiary;No;-970;No;Yes;No
38;married;secondary;No;-762;Yes;Yes;No
35;married;secondary;No;181;Yes;No;No
31;married;unkNown;No;-120;Yes;No;No
39;divorced;secondary;No;1022;Yes;No;No
50;married;tertiary;No;78;Yes;No;No
39;married;tertiary;No;209;No;No;No
26;married;secondary;No;2469;No;No;No
55;married;secondary;No;0;No;No;No
43;divorced;primary;No;328;No;Yes;No
34;married;tertiary;No;0;No;No;No
51;married;primary;No;307;Yes;Yes;No
31;married;tertiary;No;1384;Yes;No;No
32;married;tertiary;No;0;No;No;No
53;married;secondary;No;719;Yes;No;No
44;divorced;tertiary;No;0;No;No;No
38;married;tertiary;No;6704;Yes;No;No
47;married;tertiary;No;4543;Yes;No;No
36;married;tertiary;No;0;Yes;No;No
30;single;tertiary;No;149;Yes;No;No
46;married;secondary;No;-1400;Yes;No;No
33;married;secondary;No;-118;Yes;Yes;No
43;married;secondary;No;2160;No;No;Yes
38;married;tertiary;No;3452;No;No;No
27;single;secondary;No;842;No;No;No
38;married;unkNown;No;3576;No;No;Yes
41;married;tertiary;No;1666;No;No;No
29;married;secondary;No;0;Yes;No;No
39;married;secondary;No;0;Yes;No;No
42;single;primary;No;1628;Yes;No;No
47;married;secondary;No;51;Yes;Yes;No
30;single;secondary;Yes;447;No;No;No
34;married;secondary;No;396;Yes;No;No
45;married;primary;No;4994;No;No;No
43;married;secondary;No;3215;Yes;No;No
59;married;primary;No;2814;No;No;No
50;married;secondary;No;0;No;No;No
39;married;secondary;No;293;Yes;No;No
36;married;secondary;No;474;Yes;No;No
44;married;secondary;No;16178;Yes;No;No
36;married;tertiary;No;0;No;No;No
27;single;tertiary;No;88;No;No;No
29;married;secondary;No;308;Yes;No;No
70;married;secondary;No;1164;No;No;No
44;married;tertiary;No;13893;No;No;No
55;married;tertiary;No;0;Yes;No;No
36;divorced;secondary;No;-435;Yes;No;No
28;single;secondary;No;389;Yes;No;No
50;divorced;tertiary;No;356;No;No;No
49;married;secondary;No;2718;No;No;No
71;divorced;tertiary;No;261;No;No;No
31;single;secondary;No;757;No;No;No
45;single;tertiary;No;16;No;No;No
42;married;secondary;No;-422;No;No;No
45;married;secondary;No;248;No;No;No
47;married;primary;No;145;Yes;No;No
60;divorced;secondary;No;598;No;Yes;No
35;married;tertiary;No;949;Yes;No;No
31;single;tertiary;No;614;No;No;No
33;married;primary;No;1209;Yes;No;No
50;married;tertiary;No;202;Yes;No;No
51;married;secondary;No;1840;Yes;No;No
34;married;secondary;No;114;Yes;Yes;No
56;married;secondary;No;-229;No;Yes;No
29;married;secondary;No;182;Yes;No;No
31;married;secondary;No;401;No;No;No
44;divorced;unkNown;No;759;Yes;No;No
55;married;secondary;No;4194;No;Yes;No
35;single;unkNown;No;0;No;No;No
36;married;tertiary;No;629;Yes;Yes;No
54;married;secondary;No;153;Yes;Yes;No
32;married;tertiary;No;553;Yes;No;No
36;divorced;tertiary;No;1057;No;No;No
60;married;secondary;No;78;Yes;No;No
32;single;secondary;No;-28;No;Yes;No
57;married;tertiary;No;929;No;No;No
34;married;primary;No;428;Yes;No;No
27;single;secondary;No;268;Yes;No;No
52;single;tertiary;No;83;No;No;Yes
45;divorced;unkNown;No;998;Yes;No;No
58;single;secondary;No;2223;No;No;No
39;single;primary;No;6;Yes;No;No
48;single;secondary;No;312;Yes;Yes;No
36;single;secondary;No;0;No;No;No
31;single;secondary;No;691;Yes;No;No
41;married;tertiary;No;771;Yes;No;No
30;single;secondary;No;192;No;No;No
57;married;tertiary;No;0;No;No;No
29;single;secondary;No;1070;Yes;No;Yes
29;divorced;secondary;No;84;Yes;No;Yes
30;single;tertiary;No;2;No;No;No
44;married;tertiary;No;1242;Yes;No;No
33;single;unkNown;No;5969;No;No;No
56;divorced;secondary;No;3337;Yes;No;No
26;single;secondary;No;1347;No;No;Yes
52;married;secondary;No;64;No;No;No
32;single;secondary;No;249;Yes;No;No
36;single;secondary;No;0;No;No;No
26;married;secondary;No;128;No;No;No
37;married;secondary;No;196;Yes;No;No
34;married;secondary;No;351;Yes;No;No
26;single;secondary;No;5533;Yes;No;No
32;married;secondary;No;38;Yes;No;Yes
30;single;tertiary;Yes;35;No;No;No
27;single;secondary;No;235;Yes;No;No
42;single;secondary;No;30;Yes;No;No
33;single;primary;No;92;Yes;No;No
37;married;secondary;No;67;No;No;No
45;married;secondary;No;4022;Yes;No;No
36;married;tertiary;No;3057;No;No;Yes
39;single;tertiary;No;0;Yes;No;No
33;single;tertiary;No;349;No;No;No
47;married;secondary;No;2322;No;No;No
49;married;secondary;No;167;Yes;Yes;No
46;divorced;secondary;No;558;No;No;No
31;married;secondary;No;-230;Yes;Yes;No
43;divorced;secondary;No;4094;Yes;No;No
30;single;secondary;Yes;239;Yes;No;Yes
